dataset,seed,teacher,teacher_family,eval_MASE__HardRejectSR,eval_MASE__NaiveKD,eval_MASE__PersistenceGateKD,eval_MASE__SoftSR,eval_MASE__Standalone,gate__HardRejectSR,gate__NaiveKD,gate__PersistenceGateKD,gate__SoftSR,gate__Standalone,regret__NaiveKD,regret__PersistenceGateKD,regret__HardRejectSR,regret__SoftSR
Exchange,23,RFF,classical_control,26.675555128869203,26.675555128869203,28.570832310824997,26.675555128869203,28.570832310824997,1.0,1.0,0.0,1.0,0.0,-0.06633608574426117,0.0,-0.06633608574426117,-0.06633608574426117
Exchange,23,VQC,quantum,28.570832310824997,13.549278520382686,28.570832310824997,28.570832310824997,28.570832310824997,0.0,1.0,0.0,0.0,0.0,-0.5257653549263562,0.0,0.0,0.0
Exchange,37,ESN,classical_control,20.2149198120549,20.2149198120549,25.180776074587428,20.2149198120549,25.180776074587428,1.0,1.0,0.0,1.0,0.0,-0.19720822931840035,0.0,-0.19720822931840035,-0.19720822931840035
Exchange,37,QELM,quantum,25.180776074587428,23.3168862232563,25.180776074587428,25.180776074587428,25.180776074587428,0.0,1.0,0.0,0.0,0.0,-0.0740203497227464,0.0,0.0,0.0
Exchange,37,QKRR,quantum,25.180776074587428,19.95282606519267,25.180776074587428,25.180776074587428,25.180776074587428,0.0,1.0,0.0,0.0,0.0,-0.20761671498563666,0.0,0.0,0.0
Exchange,37,QRC,quantum,25.180776074587428,29.5170206415616,25.180776074587428,25.180776074587428,25.180776074587428,0.0,1.0,0.0,0.0,0.0,0.17220456407419207,0.0,0.0,0.0
Exchange,37,RFF,classical_control,25.180776074587428,19.627505077647907,25.180776074587428,25.180776074587428,25.180776074587428,0.0,1.0,0.0,0.0,0.0,-0.22053613361598934,0.0,0.0,0.0
Exchange,37,VQC,quantum,25.180776074587428,22.62310798857361,25.180776074587428,25.180776074587428,25.180776074587428,0.0,1.0,0.0,0.0,0.0,-0.10157225013390386,0.0,0.0,0.0
Exchange,51,ESN,classical_control,18.84209712427653,18.84209712427653,16.08185257703611,18.84209712427653,16.08185257703611,1.0,1.0,0.0,1.0,0.0,0.17163722487929534,0.0,0.17163722487929534,0.17163722487929534
Exchange,51,QELM,quantum,16.08185257703611,23.81130365075428,16.08185257703611,16.08185257703611,16.08185257703611,0.0,1.0,0.0,0.0,0.0,0.4806318822220363,0.0,0.0,0.0
Exchange,51,QKRR,quantum,20.620818567781853,20.620818567781853,16.08185257703611,20.620818567781853,16.08185257703611,1.0,1.0,0.0,1.0,0.0,0.2822414873537087,0.0,0.2822414873537087,0.2822414873537087
Exchange,51,QRC,quantum,16.08185257703611,26.572093501026,16.08185257703611,16.08185257703611,16.08185257703611,0.0,1.0,0.0,0.0,0.0,0.6523030150748494,0.0,0.0,0.0
Exchange,51,RFF,classical_control,21.3258748282502,21.3258748282502,16.08185257703611,21.3258748282502,16.08185257703611,1.0,1.0,0.0,1.0,0.0,0.3260832187146293,0.0,0.3260832187146293,0.3260832187146293
Exchange,51,VQC,quantum,18.20502056344968,18.20502056344968,16.08185257703611,18.20502056344968,16.08185257703611,1.0,1.0,0.0,1.0,0.0,0.1320225997746878,0.0,0.1320225997746878,0.1320225997746878
Exchange,79,ESN,classical_control,37.87983660414014,37.87983660414014,4.202822733646785,37.87983660414014,4.202822733646785,1.0,1.0,0.0,1.0,0.0,8.012951296014295,0.0,8.012951296014295,8.012951296014295
Exchange,79,QELM,quantum,4.202822733646785,6.226957578818249,4.202822733646785,4.202822733646785,4.202822733646785,0.0,1.0,0.0,0.0,0.0,0.4816131855780469,0.0,0.0,0.0
Exchange,79,QKRR,quantum,4.202822733646785,4.451939002563604,4.202822733646785,4.202822733646785,4.202822733646785,0.0,1.0,0.0,0.0,0.0,0.05927356081960196,0.0,0.0,0.0
Exchange,79,QRC,quantum,4.202822733646785,21.48374172231901,4.202822733646785,4.202822733646785,4.202822733646785,0.0,1.0,0.0,0.0,0.0,4.111741104454717,0.0,0.0,0.0
Exchange,79,RFF,classical_control,4.202822733646785,5.249169990788049,4.202822733646785,4.202822733646785,4.202822733646785,0.0,1.0,0.0,0.0,0.0,0.24896297642164633,0.0,0.0,0.0
Exchange,79,VQC,quantum,4.202822733646785,7.267030764478552,4.202822733646785,4.202822733646785,4.202822733646785,0.0,1.0,0.0,0.0,0.0,0.7290833387524188,0.0,0.0,0.0
Jena,11,ESN,classical_control,0.4280595522172015,0.5117318241063287,0.4280595522172015,0.4280595522172015,0.4280595522172015,0.0,1.0,0.0,0.0,0.0,0.19546876469812097,0.0,0.0,0.0
Jena,11,QELM,quantum,0.4280595522172015,1.5892921177130674,0.4280595522172015,0.4280595522172015,0.4280595522172015,0.0,1.0,0.0,0.0,0.0,2.7127827412823287,0.0,0.0,0.0
Jena,11,QKRR,quantum,0.4280595522172015,0.936209296356284,0.4280595522172015,0.4280595522172015,0.4280595522172015,0.0,1.0,0.0,0.0,0.0,1.1871005833348218,0.0,0.0,0.0
Jena,11,QRC,quantum,0.4280595522172015,2.051521157635892,0.4280595522172015,0.4280595522172015,0.4280595522172015,0.0,1.0,0.0,0.0,0.0,3.792606886144035,0.0,0.0,0.0
Jena,11,RFF,classical_control,0.4280595522172015,0.5393026710411681,0.4280595522172015,0.4280595522172015,0.4280595522172015,0.0,1.0,0.0,0.0,0.0,0.2598776694685716,0.0,0.0,0.0
Jena,11,VQC,quantum,0.4280595522172015,1.4865534818274586,0.4280595522172015,0.4280595522172015,0.4280595522172015,0.0,1.0,0.0,0.0,0.0,2.4727725946719845,0.0,0.0,0.0
Jena,23,ESN,classical_control,0.410190119778663,0.5044395467776277,0.410190119778663,0.410190119778663,0.410190119778663,0.0,1.0,0.0,0.0,0.0,0.22977010526197303,0.0,0.0,0.0
Jena,23,QELM,quantum,0.410190119778663,1.6255119003433225,0.410190119778663,0.410190119778663,0.410190119778663,0.0,1.0,0.0,0.0,0.0,2.962825582489511,0.0,0.0,0.0
Jena,23,QKRR,quantum,0.410190119778663,1.3072780907017534,0.410190119778663,0.410190119778663,0.410190119778663,0.0,1.0,0.0,0.0,0.0,2.1870053120907826,0.0,0.0,0.0
Jena,23,QRC,quantum,0.410190119778663,2.0261694206827863,0.410190119778663,0.410190119778663,0.410190119778663,0.0,1.0,0.0,0.0,0.0,3.939586116252872,0.0,0.0,0.0
Jena,23,RFF,classical_control,0.410190119778663,0.5600492789333554,0.410190119778663,0.410190119778663,0.410190119778663,0.0,1.0,0.0,0.0,0.0,0.3653407333057068,0.0,0.0,0.0
Jena,23,VQC,quantum,0.410190119778663,1.5647409289667205,0.410190119778663,0.410190119778663,0.410190119778663,0.0,1.0,0.0,0.0,0.0,2.81467240071762,0.0,0.0,0.0
Jena,37,ESN,classical_control,0.3994092352067112,0.5617645054747054,0.3994092352067112,0.3994092352067112,0.3994092352067112,0.0,1.0,0.0,0.0,0.0,0.40648852344129816,0.0,0.0,0.0
Jena,37,QELM,quantum,0.3994092352067112,1.4466757502902914,0.3994092352067112,0.3994092352067112,0.3994092352067112,0.0,1.0,0.0,0.0,0.0,2.6220388082453217,0.0,0.0,0.0
Jena,37,QKRR,quantum,0.3994092352067112,1.214075056566931,0.3994092352067112,0.3994092352067112,0.3994092352067112,0.0,1.0,0.0,0.0,0.0,2.0396769767694423,0.0,0.0,0.0
Jena,37,QRC,quantum,0.3994092352067112,2.0303804191167485,0.3994092352067112,0.3994092352067112,0.3994092352067112,0.0,1.0,0.0,0.0,0.0,4.083458869111879,0.0,0.0,0.0
Jena,37,RFF,classical_control,0.3994092352067112,0.6700679042591735,0.3994092352067112,0.3994092352067112,0.3994092352067112,0.0,1.0,0.0,0.0,0.0,0.6776474983418573,0.0,0.0,0.0
Jena,37,VQC,quantum,0.3994092352067112,1.456634978016269,0.3994092352067112,0.3994092352067112,0.3994092352067112,0.0,1.0,0.0,0.0,0.0,2.646973704206912,0.0,0.0,0.0
Jena,51,ESN,classical_control,0.4239913095370463,1.559827803642465,0.4239913095370463,0.4239913095370463,0.4239913095370463,0.0,1.0,0.0,0.0,0.0,2.67891456394621,0.0,0.0,0.0
Jena,51,QELM,quantum,0.4239913095370463,1.665433395597118,0.4239913095370463,0.4239913095370463,0.4239913095370463,0.0,1.0,0.0,0.0,0.0,2.9279894614245636,0.0,0.0,0.0
Jena,51,QKRR,quantum,0.4239913095370463,1.1041579190879995,0.4239913095370463,0.4239913095370463,0.4239913095370463,0.0,1.0,0.0,0.0,0.0,1.6041994122323484,0.0,0.0,0.0
Jena,51,QRC,quantum,0.4239913095370463,2.0017160508851166,0.4239913095370463,0.4239913095370463,0.4239913095370463,0.0,1.0,0.0,0.0,0.0,3.721125187850617,0.0,0.0,0.0
Jena,51,RFF,classical_control,0.4239913095370463,1.5341738661050217,0.4239913095370463,0.4239913095370463,0.4239913095370463,0.0,1.0,0.0,0.0,0.0,2.6184087541326675,0.0,0.0,0.0
Jena,51,VQC,quantum,0.4239913095370463,1.3497710433402228,0.4239913095370463,0.4239913095370463,0.4239913095370463,0.0,1.0,0.0,0.0,0.0,2.1834875219825385,0.0,0.0,0.0
Jena,79,ESN,classical_control,0.4420249317451258,0.5036760691429698,0.4420249317451258,0.4420249317451258,0.4420249317451258,0.0,1.0,0.0,0.0,0.0,0.13947434402499362,0.0,0.0,0.0
Jena,79,QELM,quantum,0.4420249317451258,1.4093871820126156,0.4420249317451258,0.4420249317451258,0.4420249317451258,0.0,1.0,0.0,0.0,0.0,2.1884789313768316,0.0,0.0,0.0
Jena,79,QKRR,quantum,0.4420249317451258,1.306816203219261,0.4420249317451258,0.4420249317451258,0.4420249317451258,0.0,1.0,0.0,0.0,0.0,1.9564309824333141,0.0,0.0,0.0
Jena,79,QRC,quantum,0.4420249317451258,2.0025902196768595,0.4420249317451258,0.4420249317451258,0.4420249317451258,0.0,1.0,0.0,0.0,0.0,3.530491553430214,0.0,0.0,0.0
Jena,79,RFF,classical_control,0.4420249317451258,0.5028446445931479,0.4420249317451258,0.4420249317451258,0.4420249317451258,0.0,1.0,0.0,0.0,0.0,0.1375933991051236,0.0,0.0,0.0
Jena,79,VQC,quantum,0.4420249317451258,1.449597305584449,0.4420249317451258,0.4420249317451258,0.4420249317451258,0.0,1.0,0.0,0.0,0.0,2.2794469304285654,0.0,0.0,0.0
